-1.239661483862428470e+00,-1.318530041084639892e+00,-1.386914467161648012e+00,-1.466267701038670879e+00,-1.467653832719444384e+00,-1.489924172611128306e+00,-1.529071982384824668e+00,-1.587264649753489465e+00,-1.605004662663959802e+00,-1.562424673477698533e+00,-1.560349195859793037e+00,-1.441179651113578153e+00,-1.342449365057478916e+00,-1.278214131576533408e+00,-1.179992028589422315e+00,-1.123218048623954690e+00,-1.069938575992623431e+00,-1.028244017142131872e+00,-9.580442139265858970e-01,-9.335895787516695910e-01,-9.250757966731152360e-01,-8.952024206501492110e-01,-9.179308664141347940e-01,-9.201252588508372909e-01,-9.257380330748823383e-01
-1.247518593488426308e+00,-1.322606045447980216e+00,-1.396474213481287086e+00,-1.488218026387247539e+00,-1.501511525653150825e+00,-1.490671951577058785e+00,-1.549668908521004695e+00,-1.609746792381801184e+00,-1.645241052341144705e+00,-1.591360581102268412e+00,-1.561278048376178118e+00,-1.462585031471827168e+00,-1.362162597066659986e+00,-1.278907572497675504e+00,-1.220572619820604610e+00,-1.122959759806049451e+00,-1.070786312479900637e+00,-1.029291618739970993e+00,-9.449531803450487155e-01,-9.323628387581418542e-01,-9.244647671595154215e-01,-9.191762098189176777e-01,-9.185951260109120886e-01,-9.214249440408643910e-01,-9.277338676393925843e-01
-1.258316074610083435e+00,-1.327445080586179493e+00,-1.404612405581091794e+00,-1.497610370143825476e+00,-1.500387565454404104e+00,-1.500107106948427083e+00,-1.584999514893860484e+00,-1.603758576196459451e+00,-1.670214508570745826e+00,-1.595401584364008807e+00,-1.554098258243074904e+00,-1.464676494950441610e+00,-1.350457828585442943e+00,-1.268558048748975597e+00,-1.197013428411396019e+00,-1.117254060045545394e+00,-1.064623302415832695e+00,-9.901348921815722459e-01,-9.431211755516171191e-01,-9.312651915510493650e-01,-9.239607480813839535e-01,-9.193755571241474245e-01,-9.193929591796645706e-01,-9.228710128469661544e-01,-9.299016001199688075e-01
-1.249674284949445990e+00,-1.329838390213780031e+00,-1.434523654943608006e+00,-1.497757418859926748e+00,-1.530857725864523955e+00,-1.519760903617501935e+00,-1.605974246332336985e+00,-1.628706525471236510e+00,-1.685275921652762854e+00,-1.583653659811492087e+00,-1.546933574311289084e+00,-1.480248473452723257e+00,-1.344107336808246345e+00,-1.253448154245130786e+00,-1.182614278657179607e+00,-1.102045654848034850e+00,-1.065708675120875526e+00,-9.895584951749250013e-01,-9.415037120073630472e-01,-9.302659720526919029e-01,-9.456617849961987954e-01,-9.196855946233332135e-01,-9.203209302002176573e-01,-9.244631012516016932e-01,-9.322421326768681737e-01
-1.242883035896775734e+00,-1.353817574238059596e+00,-1.453728077664986795e+00,-1.505463181855400734e+00,-1.534415031439232857e+00,-1.538748927452140203e+00,-1.627444121617458217e+00,-1.631260623616279659e+00,-1.686367711432462890e+00,-1.615060797934401382e+00,-1.544336977023551105e+00,-1.467618825946767958e+00,-1.307226387670769929e+00,-1.246096743166280163e+00,-1.176029475895849830e+00,-1.088165638070274222e+00,-1.067274142849677254e+00,-9.669100136682631241e-01,-9.400087111950036212e-01,-9.476674838089160779e-01,-9.466509027768720275e-01,-9.201349670185422491e-01,-9.213946633257841246e-01,-9.262191431390494056e-01,-9.347618213933279741e-01
-1.246610672068516834e+00,-1.353899050092699285e+00,-1.439008788432951436e+00,-1.516695304795874888e+00,-1.554164532305812640e+00,-1.574446090448750724e+00,-1.641780918873379402e+00,-1.644485590577430267e+00,-1.693283571967192813e+00,-1.618699435569878275e+00,-1.544173026844134711e+00,-1.440291742826661947e+00,-1.301131284991667192e+00,-1.245078115138076535e+00,-1.174329461168239552e+00,-1.089028438843340441e+00,-1.060322561508866057e+00,-9.539259281077839825e-01,-9.537000161944518828e-01,-9.479918759946183160e-01,-9.224523388986878292e-01,-9.207163201658622453e-01,-9.226149224032226259e-01,-9.281305907307464409e-01,-9.374699023029209322e-01
-1.254036313044776918e+00,-1.338543582309370761e+00,-1.439611699908550424e+00,-1.532863023902472310e+00,-1.541486395482935867e+00,-1.586003242881919517e+00,-1.645689577126669079e+00,-1.673337117966876564e+00,-1.682159941926247182e+00,-1.618711587881166869e+00,-1.545850399588418522e+00,-1.425362186957526811e+00,-1.317260785381836108e+00,-1.240665896954996406e+00,-1.162046670554439887e+00,-1.090343094546392555e+00,-1.052581446938393617e+00,-9.643680795730876776e-01,-9.533563914039433485e-01,-9.484825916244138400e-01,-9.225530957135137378e-01,-9.214317076562056341e-01,-9.239794504654718077e-01,-9.302099130558553197e-01,-8.734766562518637700e-01
-1.259787327386991063e+00,-1.349168809911648559e+00,-1.460880408262171137e+00,-1.510602041249061944e+00,-1.548323617153170906e+00,-1.592367478803762726e+00,-1.631263427064512106e+00,-1.691055082787243036e+00,-1.707345555949782101e+00,-1.617841906181433309e+00,-1.546444452667773195e+00,-1.408569177512328796e+00,-1.337162830035183658e+00,-1.222070827414617922e+00,-1.161071842335158699e+00,-1.092073608698657550e+00,-1.033324303085152662e+00,-9.633753161750520100e-01,-9.532029885529584856e-01,-9.491607811839755104e-01,-9.228029408632807407e-01,-9.222915381454150907e-01,-9.254864162171353437e-01,-9.324569093322342406e-01,-8.729928380181527503e-01
-1.273150473415390671e+00,-1.349090582286001538e+00,-1.457833026127903997e+00,-1.522715608779537488e+00,-1.545300336914880113e+00,-1.598666107065586539e+00,-1.654259034291683195e+00,-1.701910092502407323e+00,-1.704684949650032477e+00,-1.616379548968538860e+00,-1.539805384591299342e+00,-1.396060864538595014e+00,-1.342834828166633798e+00,-1.213284332085097672e+00,-1.154383954783172017e+00,-1.094245429245103374e+00,-1.034091260547296054e+00,-9.625659081014643625e-01,-9.532338341955134409e-01,-9.500178713061385727e-01,-9.231754966101294313e-01,-9.232776200299330771e-01,-9.271510682718351326e-01,-9.348776609907170076e-01,-8.725342501013436669e-01
-1.271990570771486917e+00,-1.365998986082222366e+00,-1.460531852564670219e+00,-1.545140535921487146e+00,-1.549482082840096364e+00,-1.577292672293275411e+00,-1.645389326759761239e+00,-1.714931209575989213e+00,-1.695277645093500762e+00,-1.595202414393757984e+00,-1.535206849840220711e+00,-1.397894767301783192e+00,-1.332752066773945199e+00,-1.207949944830494227e+00,-1.166982871643717834e+00,-1.096819183796891695e+00,-1.012498179942282972e+00,-9.619472179139477719e-01,-9.534315857747837075e-01,-9.510607771222679974e-01,-9.236759467671801227e-01,-9.244099773229156325e-01,-9.289744787092625300e-01,-9.374875552372177179e-01,-8.720926464087620511e-01
